model_name,sample_size,method,tree_idx,tree,num_contexts,sample_idx,opt
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,20,1
model1,20000,smc,0,0 1,2,21,0
model1,20000,smc,1,00 1 10,3,21,0
model1,20000,smc,2,000 1 10 100,4,21,0
model1,20000,smc,3,0000 1 10 100 1000,5,21,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,21,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,21,1
model1,20000,smc,0,0 1,2,22,0
model1,20000,smc,1,00 1 10,3,22,0
model1,20000,smc,2,000 1 10 100,4,22,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,22,1
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,22,0
model1,20000,smc,0,0 1,2,23,0
model1,20000,smc,1,00 1 10,3,23,0
model1,20000,smc,2,000 1 10 100,4,23,0
model1,20000,smc,3,0000 1 10 100 1000,5,23,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,23,1
model1,20000,smc,0,0 1,2,24,0
model1,20000,smc,1,00 1 10,3,24,0
model1,20000,smc,2,000 1 10 100,4,24,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,24,1
model1,20000,smc,0,0 1,2,25,0
model1,20000,smc,1,00 1 10,3,25,0
model1,20000,smc,2,000 1 10 100,4,25,0
model1,20000,smc,3,0000 1 10 100 1000,5,25,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,25,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,25,1
model1,20000,smc,0,0 1,2,26,0
model1,20000,smc,1,00 1 10,3,26,0
model1,20000,smc,2,000 1 10 100,4,26,0
model1,20000,smc,3,0000 1 10 100 1000,5,26,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,26,1
model1,20000,smc,0,0 1,2,27,0
model1,20000,smc,1,00 1 10,3,27,0
model1,20000,smc,2,000 1 10 100,4,27,0
model1,20000,smc,3,0000 1 10 100 1000,5,27,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,27,1
model1,20000,smc,0,0 1,2,28,0
model1,20000,smc,1,00 1 10,3,28,0
model1,20000,smc,2,000 1 10 100,4,28,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,28,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,28,1
model1,20000,smc,0,0 1,2,29,0
model1,20000,smc,1,00 1 10,3,29,0
model1,20000,smc,2,000 1 10 100,4,29,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,29,1
model1,20000,smc,0,0 1,2,30,0
model1,20000,smc,1,00 1 10,3,30,0
model1,20000,smc,2,000 1 10 100,4,30,0
model1,20000,smc,3,0000 1 10 100 1000,5,30,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,30,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,30,1
model1,20000,smc,0,0 1,2,31,0
model1,20000,smc,1,00 1 10,3,31,0
model1,20000,smc,2,000 1 10 100,4,31,0
model1,20000,smc,3,0000 1 10 100 1000,5,31,1
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,31,0
model1,20000,smc,0,0 1,2,32,0
model1,20000,smc,1,00 1 10,3,32,0
model1,20000,smc,2,000 1 10 100,4,32,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,32,1
model1,20000,smc,0,0 1,2,33,0
model1,20000,smc,1,00 1 10,3,33,0
model1,20000,smc,2,000 1 10 100,4,33,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,33,1
model1,20000,smc,0,0 1,2,34,0
model1,20000,smc,1,00 1 10,3,34,0
model1,20000,smc,2,000 1 10 100,4,34,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,34,1
model1,20000,smc,0,0 1,2,35,0
model1,20000,smc,1,00 1 10,3,35,0
model1,20000,smc,2,000 1 10 100,4,35,0
model1,20000,smc,3,0000 1 10 100 1000,5,35,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,35,1
model1,20000,smc,0,0 1,2,36,0
model1,20000,smc,1,00 1 10,3,36,0
model1,20000,smc,2,000 1 10 100,4,36,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,36,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,36,1
model1,20000,smc,0,0 1,2,37,0
model1,20000,smc,1,00 1 10,3,37,0
model1,20000,smc,2,000 1 10 100,4,37,1
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,37,0
model1,20000,smc,0,0 1,2,38,0
model1,20000,smc,1,00 1 10,3,38,0
model1,20000,smc,2,000 1 10 100,4,38,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,38,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,38,1
model1,20000,smc,0,0 1,2,39,0
model1,20000,smc,1,00 1 10,3,39,0
model1,20000,smc,2,000 1 10 100,4,39,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,39,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,39,1
model1,20000,smc,0,0 1,2,40,0
model1,20000,smc,1,00 1 10,3,40,0
model1,20000,smc,2,000 1 10 100,4,40,0
model1,20000,smc,3,0000 1 10 100 1000,5,40,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,40,1
model1,20000,smc,0,0 1,2,41,0
model1,20000,smc,1,00 1 10,3,41,0
model1,20000,smc,2,000 1 10 100,4,41,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,41,1
model1,20000,smc,0,0 1,2,42,0
model1,20000,smc,1,00 1 10,3,42,0
model1,20000,smc,2,000 1 10 100,4,42,0
model1,20000,smc,3,0000 1 10 100 1000,5,42,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,42,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,42,1
model1,20000,smc,0,0 1,2,43,0
model1,20000,smc,1,00 1 10,3,43,0
model1,20000,smc,2,000 1 10 100,4,43,0
model1,20000,smc,3,0000 1 10 100 1000,5,43,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,43,1
model1,20000,smc,0,0 1,2,44,0
model1,20000,smc,1,00 1 10,3,44,0
model1,20000,smc,2,000 1 10 100,4,44,0
model1,20000,smc,3,0000 1 10 100 1000,5,44,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,44,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,44,1
model1,20000,smc,0,0 1,2,45,0
model1,20000,smc,1,00 1 10,3,45,0
model1,20000,smc,2,000 1 10 100,4,45,0
model1,20000,smc,3,0000 1 10 100 1000,5,45,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,45,1
model1,20000,smc,0,0 1,2,46,0
model1,20000,smc,1,00 1 10,3,46,0
model1,20000,smc,2,000 1 10 100,4,46,0
model1,20000,smc,3,0000 1 10 100 1000,5,46,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,46,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,46,1
model1,20000,smc,0,0 1,2,47,0
model1,20000,smc,1,00 1 10,3,47,0
model1,20000,smc,2,000 1 10 100,4,47,0
model1,20000,smc,3,0000 1 10 100 1000,5,47,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,47,1
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,47,0
model1,20000,smc,0,0 1,2,48,0
model1,20000,smc,1,00 1 10,3,48,0
model1,20000,smc,2,000 1 10 100,4,48,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,48,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,48,1
model1,20000,smc,0,0 1,2,49,0
model1,20000,smc,1,00 1 10,3,49,0
model1,20000,smc,2,000 1 10 100,4,49,0
model1,20000,smc,3,0000 1 10 100 1000,5,49,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,49,1
model1,20000,smc,0,0 1,2,50,0
model1,20000,smc,1,00 1 10,3,50,0
model1,20000,smc,2,000 1 10 100,4,50,1
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,50,0
model1,20000,smc,0,0 1,2,51,0
model1,20000,smc,1,00 1 10,3,51,0
model1,20000,smc,2,000 1 10 100,4,51,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,51,1
model1,20000,smc,0,0 1,2,52,0
model1,20000,smc,1,00 1 10,3,52,0
model1,20000,smc,2,000 1 10 100,4,52,1
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,52,0
model1,20000,smc,0,0 1,2,53,0
model1,20000,smc,1,00 1 10,3,53,0
model1,20000,smc,2,000 1 10 100,4,53,0
model1,20000,smc,3,0000 1 10 100 1000,5,53,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,53,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,53,1
model1,20000,smc,0,0 1,2,54,0
model1,20000,smc,1,00 1 10,3,54,0
model1,20000,smc,2,000 1 10 100,4,54,0
model1,20000,smc,3,0000 1 10 100 1000,5,54,0
model1,20000,smc,4,00000 1 10 100 1000 10000,6,54,0
model1,20000,smc,5,000000 1 10 100 1000 10000 100000,7,54,1
model1,20000,smc,0,0 1,2,55,0
model1,20000,smc,1,00 1 10,3,55,0
model1,20000,smc,2,000 1 10 100,4,55,0
model1,20000,smc,3,0000 1 10 100 1000,5,55,1
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,55,0
model1,20000,smc,0,0 1,2,56,0
model1,20000,smc,1,00 1 10,3,56,0
model1,20000,smc,2,000000 1 10 100 1000 10000 100000,7,56,1
model1,20000,smc,0,0 1,2,57,0
model1,20000,smc,1,00 1 10,3,57,0
model1,20000,smc,2,000 1 10 100,4,57,1
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,57,0
model1,20000,smc,0,0 1,2,58,0
model1,20000,smc,1,00 1 10,3,58,0
model1,20000,smc,2,000 1 10 100,4,58,0
model1,20000,smc,3,0000 1 10 100 1000,5,58,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,58,1
model1,20000,smc,0,0 1,2,59,0
model1,20000,smc,1,00 1 10,3,59,0
model1,20000,smc,2,000 1 10 100,4,59,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,59,1
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,59,0
model1,20000,smc,0,0 1,2,60,0
model1,20000,smc,1,00 1 10,3,60,0
model1,20000,smc,2,000 1 10 100,4,60,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,60,1
model1,20000,smc,0,0 1,2,61,0
model1,20000,smc,1,00 1 10,3,61,0
model1,20000,smc,2,000 1 10 100,4,61,0
model1,20000,smc,3,00000 1 10 100 1000 10000,6,61,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,61,1
model1,20000,smc,0,0 1,2,62,0
model1,20000,smc,1,00 1 10,3,62,0
model1,20000,smc,2,000 1 10 100,4,62,0
model1,20000,smc,3,0000 1 10 100 1000,5,62,0
model1,20000,smc,4,000000 1 10 100 1000 10000 100000,7,62,1
model1,20000,smc,0,0 1,2,63,0
model1,20000,smc,1,00 1 10,3,63,0
model1,20000,smc,2,000 1 10 100,4,63,0
model1,20000,smc,3,000000 1 10 100 1000 10000 100000,7,63,1
