sample_size,model_name,estimation_method,resample_n,sample_idx,tree_idx,tree,num_contexts,resample_idx,likelihood
5000,model1,smc,n1,48,1,00 1 10,3,0,-423.4512623525156
5000,model1,smc,n1,48,1,00 1 10,3,1,-441.5397993169678
5000,model1,smc,n1,48,1,00 1 10,3,2,-462.6648615688239
5000,model1,smc,n1,48,2,000 1 10 100,4,0,-367.76662928896326
5000,model1,smc,n1,48,2,000 1 10 100,4,1,-370.73188794329013
5000,model1,smc,n1,48,2,000 1 10 100,4,2,-376.7375509344703
5000,model1,smc,n2,48,0,0 1,2,0,-2475.600059745973
5000,model1,smc,n2,48,0,0 1,2,1,-2479.9102730088475
5000,model1,smc,n2,48,0,0 1,2,2,-2531.7535550976854
5000,model1,smc,n2,48,1,00 1 10,3,0,-1319.9357407570978
5000,model1,smc,n2,48,1,00 1 10,3,1,-1335.141700598338
5000,model1,smc,n2,48,1,00 1 10,3,2,-1358.105017510125
5000,model1,smc,n2,48,2,000 1 10 100,4,0,-1120.1370926260522
5000,model1,smc,n2,48,2,000 1 10 100,4,1,-1098.796751172786
5000,model1,smc,n2,48,2,000 1 10 100,4,2,-1134.2142770631517
5000,model1,smc,n1,49,0,0 1,2,0,-831.0204782375988
5000,model1,smc,n1,49,0,0 1,2,1,-810.8296014163594
5000,model1,smc,n1,49,0,0 1,2,2,-840.0358038958428
5000,model1,smc,n1,49,1,00 1 10,3,0,-437.001064799285
5000,model1,smc,n1,49,1,00 1 10,3,1,-431.85813887004093
5000,model1,smc,n1,49,1,00 1 10,3,2,-449.2318377892286
5000,model1,smc,n1,49,2,000 1 10 100,4,0,-378.7283660761354
5000,model1,smc,n1,49,2,000 1 10 100,4,1,-355.08031746019594
5000,model1,smc,n1,49,2,000 1 10 100,4,2,-374.73890386220575
5000,model1,smc,n2,49,0,0 1,2,0,-2551.022213007301
5000,model1,smc,n2,49,0,0 1,2,1,-2484.972036798888
5000,model1,smc,n2,49,0,0 1,2,2,-2491.8947893286268
5000,model1,smc,n2,49,1,00 1 10,3,0,-1353.4600980121472
5000,model1,smc,n2,49,1,00 1 10,3,1,-1332.7278852803274
5000,model1,smc,n2,49,1,00 1 10,3,2,-1330.3136886508023
5000,model1,smc,n2,49,2,000 1 10 100,4,0,-1153.7479887888328
5000,model1,smc,n2,49,2,000 1 10 100,4,1,-1110.9589881930337
5000,model1,smc,n2,49,2,000 1 10 100,4,2,-1115.0396742752341
5000,model1,smc,n1,50,0,0 1,2,0,-837.3510341616193
5000,model1,smc,n1,50,0,0 1,2,1,-834.400998972455
5000,model1,smc,n1,50,0,0 1,2,2,-863.4850417878894
5000,model1,smc,n1,50,1,00 1 10,3,0,-451.22707443882626
5000,model1,smc,n1,50,1,00 1 10,3,1,-437.24820121714583
5000,model1,smc,n1,50,1,00 1 10,3,2,-469.2786561287597
5000,model1,smc,n2,50,0,0 1,2,0,-2489.8382374160174
5000,model1,smc,n2,50,0,0 1,2,1,-2529.5765685162314
5000,model1,smc,n2,50,0,0 1,2,2,-2562.204725259234
5000,model1,smc,n2,50,1,00 1 10,3,0,-1345.035485903717
5000,model1,smc,n2,50,1,00 1 10,3,1,-1352.905328276961
5000,model1,smc,n2,50,1,00 1 10,3,2,-1386.8212488685392
5000,model1,smc,n1,51,0,0 1,2,0,-873.419637524943
5000,model1,smc,n1,51,0,0 1,2,1,-865.6585078908972
5000,model1,smc,n1,51,0,0 1,2,2,-839.8175913377597
5000,model1,smc,n1,51,1,00 1 10,3,0,-474.4633325194817
5000,model1,smc,n1,51,1,00 1 10,3,1,-461.04035826931647
5000,model1,smc,n1,51,1,00 1 10,3,2,-451.6757666438358
5000,model1,smc,n1,51,2,000 1 10 100,4,0,-377.1355562502365
5000,model1,smc,n1,51,2,000 1 10 100,4,1,-385.1944290185732
5000,model1,smc,n1,51,2,000 1 10 100,4,2,-363.87431748676863
5000,model1,smc,n2,51,0,0 1,2,0,-2590.0343986034954
5000,model1,smc,n2,51,0,0 1,2,1,-2595.447913128167
5000,model1,smc,n2,51,0,0 1,2,2,-2561.128538533955
5000,model1,smc,n2,51,1,00 1 10,3,0,-1404.8831664246259
5000,model1,smc,n2,51,1,00 1 10,3,1,-1398.5151150863203
5000,model1,smc,n2,51,1,00 1 10,3,2,-1380.4638173977937
5000,model1,smc,n2,51,2,000 1 10 100,4,0,-1119.3091982320802
5000,model1,smc,n2,51,2,000 1 10 100,4,1,-1140.561770546013
5000,model1,smc,n2,51,2,000 1 10 100,4,2,-1113.8325767070041
5000,model1,smc,n1,52,0,0 1,2,0,-804.1107115624127
5000,model1,smc,n1,52,0,0 1,2,1,-840.8983791816509
5000,model1,smc,n1,52,0,0 1,2,2,-782.226059195134
5000,model1,smc,n1,52,1,00 1 10,3,0,-426.57582356840385
5000,model1,smc,n1,52,1,00 1 10,3,1,-456.5189386175424
5000,model1,smc,n1,52,1,00 1 10,3,2,-416.64040363870055
5000,model1,smc,n2,52,0,0 1,2,0,-2494.8639059357615
5000,model1,smc,n2,52,0,0 1,2,1,-2516.605454600579
5000,model1,smc,n2,52,0,0 1,2,2,-2498.456616169685
5000,model1,smc,n2,52,1,00 1 10,3,0,-1341.3636419818436
5000,model1,smc,n2,52,1,00 1 10,3,1,-1344.5487176425106
5000,model1,smc,n2,52,1,00 1 10,3,2,-1344.5680159327692
5000,model1,smc,n1,53,0,0 1,2,0,-853.6451049331315
5000,model1,smc,n1,53,0,0 1,2,1,-874.3862583831298
5000,model1,smc,n1,53,0,0 1,2,2,-898.8987952569894
5000,model1,smc,n1,53,1,00 1 10,3,0,-461.9443439584662
5000,model1,smc,n1,53,1,00 1 10,3,1,-473.0159386297221
5000,model1,smc,n1,53,1,00 1 10,3,2,-486.2098781886199
5000,model1,smc,n1,53,2,000 1 10 100,4,0,-368.1061558909301
5000,model1,smc,n1,53,2,000 1 10 100,4,1,-378.56622516994236
5000,model1,smc,n1,53,2,000 1 10 100,4,2,-396.06743757239036
5000,model1,smc,n2,53,0,0 1,2,0,-2569.779219518803
5000,model1,smc,n2,53,0,0 1,2,1,-2594.2798915386493
5000,model1,smc,n2,53,0,0 1,2,2,-2608.426766000797
5000,model1,smc,n2,53,1,00 1 10,3,0,-1390.84216223212
5000,model1,smc,n2,53,1,00 1 10,3,1,-1402.2112307344653
5000,model1,smc,n2,53,1,00 1 10,3,2,-1405.9829417283772
5000,model1,smc,n2,53,2,000 1 10 100,4,0,-1135.6621973800918
5000,model1,smc,n2,53,2,000 1 10 100,4,1,-1149.8505977335285
5000,model1,smc,n2,53,2,000 1 10 100,4,2,-1159.4929863667376
5000,model1,smc,n1,54,0,0 1,2,0,-854.8813759374955
5000,model1,smc,n1,54,0,0 1,2,1,-832.8210148746087
5000,model1,smc,n1,54,0,0 1,2,2,-824.7026238080177
5000,model1,smc,n1,54,1,00 1 10,3,0,-460.013121526288
5000,model1,smc,n1,54,1,00 1 10,3,1,-450.5164264496133
5000,model1,smc,n1,54,1,00 1 10,3,2,-443.8626283075423
5000,model1,smc,n1,54,2,000 1 10 100,4,0,-375.85070149661266
5000,model1,smc,n1,54,2,000 1 10 100,4,1,-364.97568739104156
5000,model1,smc,n1,54,2,000 1 10 100,4,2,-373.8571590385659
5000,model1,smc,n2,54,0,0 1,2,0,-2527.656477853554
5000,model1,smc,n2,54,0,0 1,2,1,-2524.6134363300516
5000,model1,smc,n2,54,0,0 1,2,2,-2475.8259818043052
5000,model1,smc,n2,54,1,00 1 10,3,0,-1370.253990395795
5000,model1,smc,n2,54,1,00 1 10,3,1,-1370.2382925110805
5000,model1,smc,n2,54,1,00 1 10,3,2,-1336.8657067749514
5000,model1,smc,n2,54,2,000 1 10 100,4,0,-1107.8740333496892
5000,model1,smc,n2,54,2,000 1 10 100,4,1,-1109.6019733251826
5000,model1,smc,n2,54,2,000 1 10 100,4,2,-1094.4097043151883
5000,model1,smc,n1,55,0,0 1,2,0,-838.9642479203492
5000,model1,smc,n1,55,0,0 1,2,1,-839.4827741559734
5000,model1,smc,n1,55,0,0 1,2,2,-829.7226734109495
5000,model1,smc,n1,55,1,00 1 10,3,0,-448.42100752168744
5000,model1,smc,n1,55,1,00 1 10,3,1,-451.8360324940432
5000,model1,smc,n1,55,1,00 1 10,3,2,-442.72938047047455
5000,model1,smc,n1,55,2,000 1 10 100,4,0,-374.8225412451337
5000,model1,smc,n1,55,2,000 1 10 100,4,1,-372.0393201582431
5000,model1,smc,n1,55,2,000 1 10 100,4,2,-358.17760359527733
5000,model1,smc,n2,55,0,0 1,2,0,-2542.2894052052143
5000,model1,smc,n2,55,0,0 1,2,1,-2490.585243724835
5000,model1,smc,n2,55,0,0 1,2,2,-2525.6698257252147
5000,model1,smc,n2,55,1,00 1 10,3,0,-1360.7860942200343
5000,model1,smc,n2,55,1,00 1 10,3,1,-1339.503954935641
5000,model1,smc,n2,55,1,00 1 10,3,2,-1348.1021096160957
5000,model1,smc,n2,55,2,000 1 10 100,4,0,-1136.4500582433866
5000,model1,smc,n2,55,2,000 1 10 100,4,1,-1095.074835337953
5000,model1,smc,n2,55,2,000 1 10 100,4,2,-1120.3374210868421
5000,model1,smc,n1,56,0,0 1,2,0,-831.5112318722981
5000,model1,smc,n1,56,0,0 1,2,1,-861.4990517930012
5000,model1,smc,n1,56,0,0 1,2,2,-864.081935648966
5000,model1,smc,n1,56,1,00 1 10,3,0,-445.21775919016966
5000,model1,smc,n1,56,1,00 1 10,3,1,-463.71167486177274
5000,model1,smc,n1,56,1,00 1 10,3,2,-459.9701627237991
5000,model1,smc,n1,56,2,000 1 10 100,4,0,-366.49099971892974
5000,model1,smc,n1,56,2,000 1 10 100,4,1,-382.1306833535373
5000,model1,smc,n1,56,2,000 1 10 100,4,2,-376.8094528993892
5000,model1,smc,n2,56,0,0 1,2,0,-2526.3122004991246
5000,model1,smc,n2,56,0,0 1,2,1,-2553.776161341052
5000,model1,smc,n2,56,0,0 1,2,2,-2571.1588784576516
5000,model1,smc,n2,56,1,00 1 10,3,0,-1340.2400974285747
5000,model1,smc,n2,56,1,00 1 10,3,1,-1365.1667486153744
5000,model1,smc,n2,56,1,00 1 10,3,2,-1372.3269969677413
5000,model1,smc,n2,56,2,000 1 10 100,4,0,-1127.214511815884
5000,model1,smc,n2,56,2,000 1 10 100,4,1,-1133.2080072010149
5000,model1,smc,n2,56,2,000 1 10 100,4,2,-1137.7433073945854
5000,model1,smc,n1,57,0,0 1,2,0,-825.763274857409
5000,model1,smc,n1,57,0,0 1,2,1,-804.6730005129804
5000,model1,smc,n1,57,0,0 1,2,2,-837.7922829483259
5000,model1,smc,n1,57,1,00 1 10,3,0,-436.5794734684423
5000,model1,smc,n1,57,1,00 1 10,3,1,-429.96836049895717
5000,model1,smc,n1,57,1,00 1 10,3,2,-451.1886882562578
5000,model1,smc,n1,57,2,000 1 10 100,4,0,-361.3230003637171
5000,model1,smc,n1,57,2,000 1 10 100,4,1,-356.43142300613954
5000,model1,smc,n1,57,2,000 1 10 100,4,2,-353.8141459454189
5000,model1,smc,n2,57,0,0 1,2,0,-2464.777054061655
5000,model1,smc,n2,57,0,0 1,2,1,-2472.1267251283616
5000,model1,smc,n2,57,0,0 1,2,2,-2481.0621715602533
5000,model1,smc,n2,57,1,00 1 10,3,0,-1324.9621716719198
5000,model1,smc,n2,57,1,00 1 10,3,1,-1323.388352005489
5000,model1,smc,n2,57,1,00 1 10,3,2,-1334.1854537163458
5000,model1,smc,n2,57,2,000 1 10 100,4,0,-1067.7169969245922
5000,model1,smc,n2,57,2,000 1 10 100,4,1,-1079.2298814837966
5000,model1,smc,n2,57,2,000 1 10 100,4,2,-1068.483466683301
5000,model1,smc,n1,58,0,0 1,2,0,-849.8360750646492
5000,model1,smc,n1,58,0,0 1,2,1,-824.8643816680994
5000,model1,smc,n1,58,0,0 1,2,2,-838.1848810173548
5000,model1,smc,n1,58,1,00 1 10,3,0,-462.5711445902003
5000,model1,smc,n1,58,1,00 1 10,3,1,-450.5585961659822
5000,model1,smc,n1,58,1,00 1 10,3,2,-453.07324603765244
5000,model1,smc,n1,58,2,000 1 10 100,4,0,-370.77831581566386
5000,model1,smc,n1,58,2,000 1 10 100,4,1,-360.53386371902315
5000,model1,smc,n1,58,2,000 1 10 100,4,2,-368.63368825816883
5000,model1,smc,n2,58,0,0 1,2,0,-2481.4773711656117
5000,model1,smc,n2,58,0,0 1,2,1,-2471.3873441134183
5000,model1,smc,n2,58,0,0 1,2,2,-2527.418711901628
5000,model1,smc,n2,58,1,00 1 10,3,0,-1339.7983131328165
5000,model1,smc,n2,58,1,00 1 10,3,1,-1339.3551503180888
5000,model1,smc,n2,58,1,00 1 10,3,2,-1369.0375954846709
5000,model1,smc,n2,58,2,000 1 10 100,4,0,-1097.7267740074876
5000,model1,smc,n2,58,2,000 1 10 100,4,1,-1085.4160444990682
5000,model1,smc,n2,58,2,000 1 10 100,4,2,-1122.2844452983982
5000,model1,smc,n1,59,0,0 1,2,0,-833.3720434591296
5000,model1,smc,n1,59,0,0 1,2,1,-832.8210148746087
5000,model1,smc,n1,59,0,0 1,2,2,-812.4980847842646
5000,model1,smc,n1,59,1,00 1 10,3,0,-447.2146976837658
5000,model1,smc,n1,59,1,00 1 10,3,1,-450.4564342635937
5000,model1,smc,n1,59,1,00 1 10,3,2,-436.72660235041485
5000,model1,smc,n1,59,2,000 1 10 100,4,0,-372.1692887473711
5000,model1,smc,n1,59,2,000 1 10 100,4,1,-364.94344060397054
5000,model1,smc,n1,59,2,000 1 10 100,4,2,-342.23827328857993
5000,model1,smc,n2,59,0,0 1,2,0,-2502.055306617233
5000,model1,smc,n2,59,0,0 1,2,1,-2464.7918848682393
5000,model1,smc,n2,59,0,0 1,2,2,-2471.7350124905006
5000,model1,smc,n2,59,1,00 1 10,3,0,-1349.7169150590655
5000,model1,smc,n2,59,1,00 1 10,3,1,-1329.648843532248
5000,model1,smc,n2,59,1,00 1 10,3,2,-1330.381863587479
5000,model1,smc,n2,59,2,000 1 10 100,4,0,-1101.853287472156
5000,model1,smc,n2,59,2,000 1 10 100,4,1,-1080.7878686785862
5000,model1,smc,n2,59,2,000 1 10 100,4,2,-1085.5440890976906
5000,model1,smc,n1,60,0,0 1,2,0,-832.6009244177683
5000,model1,smc,n1,60,0,0 1,2,1,-858.0293299540725
5000,model1,smc,n1,60,0,0 1,2,2,-822.5453144571172
5000,model1,smc,n1,60,1,00 1 10,3,0,-448.7156951970649
5000,model1,smc,n1,60,1,00 1 10,3,1,-456.03158936842703
5000,model1,smc,n1,60,1,00 1 10,3,2,-436.967742046616
5000,model1,smc,n1,60,2,000 1 10 100,4,0,-360.2219149930143
5000,model1,smc,n1,60,2,000 1 10 100,4,1,-386.986564266512
5000,model1,smc,n1,60,2,000 1 10 100,4,2,-379.1129317644419
5000,model1,smc,n2,60,0,0 1,2,0,-2522.4758671203567
5000,model1,smc,n2,60,0,0 1,2,1,-2572.7545402972214
5000,model1,smc,n2,60,0,0 1,2,2,-2543.224271119553
5000,model1,smc,n2,60,1,00 1 10,3,0,-1351.0621705685917
5000,model1,smc,n2,60,1,00 1 10,3,1,-1382.1900769327467
5000,model1,smc,n2,60,1,00 1 10,3,2,-1358.9318636534351
5000,model1,smc,n2,60,2,000 1 10 100,4,0,-1118.1662675076311
5000,model1,smc,n2,60,2,000 1 10 100,4,1,-1136.529472938969
5000,model1,smc,n2,60,2,000 1 10 100,4,2,-1142.9176394144447
5000,model1,smc,n1,61,0,0 1,2,0,-833.1545764820471
5000,model1,smc,n1,61,0,0 1,2,1,-860.2604512372502
5000,model1,smc,n1,61,0,0 1,2,2,-838.1128165465738
5000,model1,smc,n1,61,1,00 1 10,3,0,-449.8070978493969
5000,model1,smc,n1,61,1,00 1 10,3,1,-457.1101408922147
5000,model1,smc,n1,61,1,00 1 10,3,2,-448.2131697382422
5000,model1,smc,n1,61,2,000 1 10 100,4,0,-357.86098325814726
5000,model1,smc,n1,61,2,000 1 10 100,4,1,-384.8258826299526
5000,model1,smc,n1,61,2,000 1 10 100,4,2,-363.5223539538745
5000,model1,smc,n2,61,0,0 1,2,0,-2570.910082431147
5000,model1,smc,n2,61,0,0 1,2,1,-2563.277321575958
5000,model1,smc,n2,61,0,0 1,2,2,-2596.744530045157
5000,model1,smc,n2,61,1,00 1 10,3,0,-1384.6341837080474
5000,model1,smc,n2,61,1,00 1 10,3,1,-1371.1589953318107
5000,model1,smc,n2,61,1,00 1 10,3,2,-1409.0277704725695
5000,model1,smc,n2,61,2,000 1 10 100,4,0,-1132.1891513387238
5000,model1,smc,n2,61,2,000 1 10 100,4,1,-1148.563778478404
5000,model1,smc,n2,61,2,000 1 10 100,4,2,-1113.559671970763
5000,model1,smc,n1,62,0,0 1,2,0,-858.0293299540725
5000,model1,smc,n1,62,0,0 1,2,1,-829.0027524530137
5000,model1,smc,n1,62,0,0 1,2,2,-843.1168624784032
5000,model1,smc,n1,62,1,00 1 10,3,0,-458.69771107424475
5000,model1,smc,n1,62,1,00 1 10,3,1,-446.12475992272937
5000,model1,smc,n1,62,1,00 1 10,3,2,-458.0593721818543
5000,model1,smc,n1,62,2,000 1 10 100,4,0,-381.2895886351328
5000,model1,smc,n1,62,2,000 1 10 100,4,1,-362.67821828835326
5000,model1,smc,n1,62,2,000 1 10 100,4,2,-364.1426768391571
5000,model1,smc,n2,62,0,0 1,2,0,-2578.9747122920908
5000,model1,smc,n2,62,0,0 1,2,1,-2526.126833148486
5000,model1,smc,n2,62,0,0 1,2,2,-2476.2574512825895
5000,model1,smc,n2,62,1,00 1 10,3,0,-1396.9449732049734
5000,model1,smc,n2,62,1,00 1 10,3,1,-1360.4773447980776
5000,model1,smc,n2,62,1,00 1 10,3,2,-1337.2292368102744
5000,model1,smc,n2,62,2,000 1 10 100,4,0,-1136.2239308847907
5000,model1,smc,n2,62,2,000 1 10 100,4,1,-1118.6137291818713
5000,model1,smc,n2,62,2,000 1 10 100,4,2,-1088.4400268597824
5000,model1,smc,n1,63,0,0 1,2,0,-814.4047981950155
5000,model1,smc,n1,63,0,0 1,2,1,-828.0068417219751
5000,model1,smc,n1,63,0,0 1,2,2,-832.8080625898994
5000,model1,smc,n1,63,1,00 1 10,3,0,-439.72663061218185
5000,model1,smc,n1,63,1,00 1 10,3,1,-445.01601686761126
5000,model1,smc,n1,63,1,00 1 10,3,2,-442.28286986593616
5000,model1,smc,n1,63,2,000 1 10 100,4,0,-359.953485704141
5000,model1,smc,n1,63,2,000 1 10 100,4,1,-364.4985755941053
5000,model1,smc,n1,63,2,000 1 10 100,4,2,-373.55133241042057
5000,model1,smc,n2,63,0,0 1,2,0,-2401.4555725968185
5000,model1,smc,n2,63,0,0 1,2,1,-2464.3755742550256
5000,model1,smc,n2,63,0,0 1,2,2,-2486.0090524366205
5000,model1,smc,n2,63,1,00 1 10,3,0,-1287.872383168185
5000,model1,smc,n2,63,1,00 1 10,3,1,-1320.6023233390154
5000,model1,smc,n2,63,1,00 1 10,3,2,-1325.1867498224005
5000,model1,smc,n2,63,2,000 1 10 100,4,0,-1063.1063685618803
5000,model1,smc,n2,63,2,000 1 10 100,4,1,-1094.9295053678616
5000,model1,smc,n2,63,2,000 1 10 100,4,2,-1120.5620703471243
5000,model1,smc,n1,64,0,0 1,2,0,-822.8471481676918
5000,model1,smc,n1,64,0,0 1,2,1,-790.5272611662266
5000,model1,smc,n1,64,0,0 1,2,2,-797.674888488871
5000,model1,smc,n1,64,1,00 1 10,3,0,-440.2664943452108
5000,model1,smc,n1,64,1,00 1 10,3,1,-420.23084525409615
5000,model1,smc,n1,64,1,00 1 10,3,2,-425.98223403860425
5000,model1,smc,n1,64,2,000 1 10 100,4,0,-363.9053602792226
5000,model1,smc,n1,64,2,000 1 10 100,4,1,-352.7265277699805
5000,model1,smc,n1,64,2,000 1 10 100,4,2,-346.68534898821105
5000,model1,smc,n2,64,0,0 1,2,0,-2479.849492904877
5000,model1,smc,n2,64,0,0 1,2,1,-2398.379281744148
5000,model1,smc,n2,64,0,0 1,2,2,-2410.8836327615986
5000,model1,smc,n2,64,1,00 1 10,3,0,-1330.5741544908662
5000,model1,smc,n2,64,1,00 1 10,3,1,-1283.7389883631818
5000,model1,smc,n2,64,1,00 1 10,3,2,-1286.385234501665
5000,model1,smc,n2,64,2,000 1 10 100,4,0,-1102.4382111836214
5000,model1,smc,n2,64,2,000 1 10 100,4,1,-1042.5822535297118
5000,model1,smc,n2,64,2,000 1 10 100,4,2,-1049.8598601294807
5000,model1,smc,n1,65,0,0 1,2,0,-867.3331888002426
5000,model1,smc,n1,65,0,0 1,2,1,-824.9279164713395
5000,model1,smc,n1,65,0,0 1,2,2,-833.0443725228583
5000,model1,smc,n1,65,1,00 1 10,3,0,-470.66341126400226
5000,model1,smc,n1,65,1,00 1 10,3,1,-445.2046522835001
5000,model1,smc,n1,65,1,00 1 10,3,2,-447.9374513081725
5000,model1,smc,n1,65,2,000 1 10 100,4,0,-390.57649267049
5000,model1,smc,n1,65,2,000 1 10 100,4,1,-366.05408287550995
5000,model1,smc,n1,65,2,000 1 10 100,4,2,-375.4529650817687
5000,model1,smc,n2,65,0,0 1,2,0,-2576.8807412305296
5000,model1,smc,n2,65,0,0 1,2,1,-2585.6833542964714
5000,model1,smc,n2,65,0,0 1,2,2,-2491.92304781039
5000,model1,smc,n2,65,1,00 1 10,3,0,-1405.825345470667
5000,model1,smc,n2,65,1,00 1 10,3,1,-1402.3180576771858
5000,model1,smc,n2,65,1,00 1 10,3,2,-1341.0934665091188
5000,model1,smc,n2,65,2,000 1 10 100,4,0,-1135.5157433519194
5000,model1,smc,n2,65,2,000 1 10 100,4,1,-1148.3232629272252
5000,model1,smc,n2,65,2,000 1 10 100,4,2,-1108.299004001454
5000,model1,smc,n1,66,0,0 1,2,0,-827.5109702026192
5000,model1,smc,n1,66,0,0 1,2,1,-840.0889432134986
5000,model1,smc,n1,66,0,0 1,2,2,-830.2056458107568
5000,model1,smc,n1,66,1,00 1 10,3,0,-441.5473848839249
5000,model1,smc,n1,66,1,00 1 10,3,1,-454.3969683052584
5000,model1,smc,n1,66,1,00 1 10,3,2,-445.8393586297036
5000,model1,smc,n1,66,2,000 1 10 100,4,0,-363.4087164694985
5000,model1,smc,n1,66,2,000 1 10 100,4,1,-366.6847394548847
5000,model1,smc,n1,66,2,000 1 10 100,4,2,-367.9554968614725
5000,model1,smc,n2,66,0,0 1,2,0,-2478.5399509255985
5000,model1,smc,n2,66,0,0 1,2,1,-2549.0835186429103
5000,model1,smc,n2,66,0,0 1,2,2,-2496.7977439099923
5000,model1,smc,n2,66,1,00 1 10,3,0,-1327.0571265078916
5000,model1,smc,n2,66,1,00 1 10,3,1,-1372.898219208978
5000,model1,smc,n2,66,1,00 1 10,3,2,-1337.4695070196863
5000,model1,smc,n2,66,2,000 1 10 100,4,0,-1093.9703592033984
5000,model1,smc,n2,66,2,000 1 10 100,4,1,-1117.4970191948353
5000,model1,smc,n2,66,2,000 1 10 100,4,2,-1101.008428347442
5000,model1,smc,n1,67,0,0 1,2,0,-836.8938294412637
5000,model1,smc,n1,67,0,0 1,2,1,-844.0429433719638
5000,model1,smc,n1,67,0,0 1,2,2,-845.0803550958844
5000,model1,smc,n1,67,1,00 1 10,3,0,-454.4368443553616
5000,model1,smc,n1,67,1,00 1 10,3,1,-453.18951683785156
5000,model1,smc,n1,67,1,00 1 10,3,2,-458.1030450865533
5000,model1,smc,n1,67,2,000 1 10 100,4,0,-354.6560430155482
5000,model1,smc,n1,67,2,000 1 10 100,4,1,-361.4883065384829
5000,model1,smc,n1,67,2,000 1 10 100,4,2,-369.9994432099899
5000,model1,smc,n2,67,0,0 1,2,0,-2483.9714719182834
5000,model1,smc,n2,67,0,0 1,2,1,-2477.1247415629323
5000,model1,smc,n2,67,0,0 1,2,2,-2468.574214892734
5000,model1,smc,n2,67,1,00 1 10,3,0,-1338.134557877296
5000,model1,smc,n2,67,1,00 1 10,3,1,-1326.9909858370886
5000,model1,smc,n2,67,1,00 1 10,3,2,-1328.5896262965368
5000,model1,smc,n2,67,2,000 1 10 100,4,0,-1068.361468926783
5000,model1,smc,n2,67,2,000 1 10 100,4,1,-1082.17895411145
5000,model1,smc,n2,67,2,000 1 10 100,4,2,-1066.864515710367
5000,model1,smc,n1,68,0,0 1,2,0,-842.8883199713812
5000,model1,smc,n1,68,0,0 1,2,1,-821.2596549243596
5000,model1,smc,n1,68,0,0 1,2,2,-810.0890824833682
5000,model1,smc,n1,68,1,00 1 10,3,0,-446.1977339235629
5000,model1,smc,n1,68,1,00 1 10,3,1,-433.3862988515597
5000,model1,smc,n1,68,1,00 1 10,3,2,-427.8184389184619
5000,model1,smc,n1,68,2,000 1 10 100,4,0,-384.1129538949102
5000,model1,smc,n1,68,2,000 1 10 100,4,1,-364.60007680290596
5000,model1,smc,n1,68,2,000 1 10 100,4,2,-361.7791211213805
5000,model1,smc,n2,68,0,0 1,2,0,-2567.2045874480064
5000,model1,smc,n2,68,0,0 1,2,1,-2512.2581195979146
5000,model1,smc,n2,68,0,0 1,2,2,-2536.7616818897004
5000,model1,smc,n2,68,1,00 1 10,3,0,-1371.7468026987872
5000,model1,smc,n2,68,1,00 1 10,3,1,-1324.9925077365745
5000,model1,smc,n2,68,1,00 1 10,3,2,-1347.5986969500898
5000,model1,smc,n2,68,2,000 1 10 100,4,0,-1155.1792712929835
5000,model1,smc,n2,68,2,000 1 10 100,4,1,-1128.442502573662
5000,model1,smc,n2,68,2,000 1 10 100,4,2,-1133.3600170446934
5000,model1,smc,n1,69,0,0 1,2,0,-846.5859756882103
5000,model1,smc,n1,69,0,0 1,2,1,-862.8352598793084
5000,model1,smc,n1,69,0,0 1,2,2,-785.2346328693397
5000,model1,smc,n1,69,1,00 1 10,3,0,-453.6488612087459
5000,model1,smc,n1,69,1,00 1 10,3,1,-466.85113786446334
5000,model1,smc,n1,69,1,00 1 10,3,2,-420.0306294087956
5000,model1,smc,n2,69,0,0 1,2,0,-2495.634200345689
5000,model1,smc,n2,69,0,0 1,2,1,-2530.811341146686
5000,model1,smc,n2,69,0,0 1,2,2,-2483.178398580201
5000,model1,smc,n2,69,1,00 1 10,3,0,-1341.4934229050818
5000,model1,smc,n2,69,1,00 1 10,3,1,-1369.8215255893465
5000,model1,smc,n2,69,1,00 1 10,3,2,-1333.0731724181132
5000,model1,smc,n1,70,0,0 1,2,0,-793.9314623297147
5000,model1,smc,n1,70,0,0 1,2,1,-784.300685385571
5000,model1,smc,n1,70,0,0 1,2,2,-827.5109702026192
5000,model1,smc,n1,70,1,00 1 10,3,0,-422.640498279839
5000,model1,smc,n1,70,1,00 1 10,3,1,-416.2712473121135
5000,model1,smc,n1,70,1,00 1 10,3,2,-437.73391222917485
5000,model1,smc,n1,70,2,000 1 10 100,4,0,-346.91810145884233
5000,model1,smc,n1,70,2,000 1 10 100,4,1,-344.5646317804281
5000,model1,smc,n1,70,2,000 1 10 100,4,2,-374.80884949046566
5000,model1,smc,n2,70,0,0 1,2,0,-2431.2943115650633
5000,model1,smc,n2,70,0,0 1,2,1,-2451.139404605224
5000,model1,smc,n2,70,0,0 1,2,2,-2546.080719700237
5000,model1,smc,n2,70,1,00 1 10,3,0,-1298.868565082096
5000,model1,smc,n2,70,1,00 1 10,3,1,-1312.4238594193046
5000,model1,smc,n2,70,1,00 1 10,3,2,-1369.6828140329908
5000,model1,smc,n2,70,2,000 1 10 100,4,0,-1074.339758048793
5000,model1,smc,n2,70,2,000 1 10 100,4,1,-1084.6261385357836
5000,model1,smc,n2,70,2,000 1 10 100,4,2,-1136.1160994287054
5000,model1,smc,n1,71,0,0 1,2,0,-879.2098149039181
5000,model1,smc,n1,71,0,0 1,2,1,-860.8524811780906
5000,model1,smc,n1,71,0,0 1,2,2,-857.2868429470743
